SBLnr,SBLlength,titel,Fodd,Dod,Band,Year
5699,32855,Erik Otto Almquist,"Född:1861-10-07 – Skogs-Tibble församling, Uppsala län",Död:1935,"Band 01 (1918), sida 513.",1918
5700,59622,Ernst B Almquist,"Född:1852-08-10 – Skogs-Tibble församling, Uppsala län",Död:1946,"Band 01 (1918), sida 506.",1918
5701,43889,Gustaf Fridolf Almquist,"Född:1814-10-31 – Eds församling (AB-län), Stockholms län","Död:1886-10-12 – Östertälje församling, Stockholms län","Band 01 (1918), sida 494.",1918
5702,28900,Helge K H Almquist,"Född:1880-12-17 – Stockholms stad, Stockholms län",Död:1944,"Band 01 (1918), sida 519.",1918
5703,40779,Johan Axel Almquist,"Född:1870-08-13 – Stockholms stad, Stockholms län",Död:1950,"Band 01 (1918), sida 516.",1918
5704,50193,Sigfrid O I Almquist,"Född:1844-02-15 – Stockholms stad, Stockholms län",Död:1923,"Band 01 (1918), sida 502.",1918
5706,29207,Viktor E Almquist,"Född:1860-09-21 – Stockholms stad, Stockholms län",Död:1951,"Band 01 (1918), sida 511.",1918
5707,16121,"Almqvist, släkt",,,"Band 01 (1918), sida 521.",1918
5708,13134,"Almqvist, släkt",,,"Band 01 (1918), sida 530.",1918
5709,15628,Ester D Almqvist,"Född:1869-11-03 – Bromma församling (AB-län), Stockholms län","Död:1934-06-11 – Lunds domkyrkoförsamling, Skåne län","Band 01 (1918), sida 530.",1918
5710,28506,Johan M Almqvist,"Född:1799-09-06 – Stockholms stad, Stockholms län","Död:1873-10-09 – Skärstads församling, Jönköpings län","Band 01 (1918), sida 522.",1918
5712,34124,Ludvig T Almqvist,"Född:1818-01-04 – Gränna församling, Jönköpings län","Död:1884-08-26 – Överselö församling, Södermanlands län (på Algö.)","Band 01 (1918), sida 524.",1918
5713,35049,Pehr Wilhelm Almqvist,Född:1836-06-30,Död:1911-05-18,"Band 01 (1918), sida 530.",1918
5714,28855,Sven A Almqvist,"Född:1840-12-12 – Brännkyrka församling, Stockholms län (på Liljeholmen)",Död:1931,"Band 01 (1918), sida 527.",1918
5715,28455,Nils Wilhelm Almroth,"Född:1797-04-09 – Stockholms stad, Stockholms län",Död:1852-10-31 – Nederländerna ,"Band 01 (1918), sida 533.",1918
5716,40339,A F Robert Almström,"Född:1834-08-19 – Åmåls stadsförsamling, Älvsborgs län","Död:1911-09-17 – Matteus församling (AB-län), Stockholms län (på Rörstrand.)","Band 01 (1918), sida 535.",1918
5717,29633,Samuel Johansson Alnander,Född:1731-10-31,Död:1772-07-05,"Band 01 (1918), sida 539.",1918
5718,17642,"Alopæus, släkt",,,"Band 01 (1918), sida 541.",1918
5720,25515,Magnus Jacob Alopæus,Född:1743-12-16 – Finland (i Läppävirta.),Död:1818-08-08,"Band 01 (1918), sida 542.",1918
5721,13466,"Alrutz, släkt",,,"Band 01 (1918), sida 544.",1918
5723,23215,A Otto Alrutz,"Född:1842-09-15 – Väddö församling, Stockholms län (i Grisslehamn.)",Död:1923,"Band 01 (1918), sida 544.",1918
5724,36968,Sydney G L R Alrutz,Född:1868-10-31 – Storbritannien och Nordirland (i London.),Död:1925,"Band 01 (1918), sida 546.",1918
5725,21974,Mattias Andreæ Alsbeckius,"Född: – Stora Tuna församling, Dalarnas län (i Alsbäcks by.)",Död:1642,"Band 01 (1918), sida 549.",1918
5726,52822,Eric Alstrin,Född:1683-02-03,Död:1762-11-04,"Band 01 (1918), sida 550.",1918
5727,16974,"Alströmer, släkt",,,"Band 01 (1918), sida 555.",1918
5729,23737,Carl Jonas Oscar Alströmer,Född:1811-10-31,Död:1888-08-10,"Band 01 (1918), sida 572.",1918
5730,39613,Clas Alströmer,"Född:1736-08-09 – Alingsås stadsförsamling, Älvsborgs län","Död:1794-03-05 – Tölö församling, Hallands län (på Gåsevadholm)","Band 01 (1918), sida 567.",1918
5731,26704,Johan Alströmer,Född:1742-05-07,Död:1786-10-04,"Band 01 (1918), sida 571.",1918
5732,67245,Jonas Alströmer,"Född:1685-01-07 – Alingsås stadsförsamling, Älvsborgs län","Död:1761-06-02 – Alingsås stadsförsamling, Älvsborgs län","Band 01 (1918), sida 556.",1918
5733,38814,Patrick Alströmer,Född:1733-02-26,Död:1804-10-23,"Band 01 (1918), sida 564.",1918
5734,19481,Caleb Althin,"Född:1866-02-20 – Karlskrona stadsförsamling, Blekinge län",Död:1919,"Band 01 (1918), sida 574.",1918
5735,26859,Johan Mathias Ambrosius,Född:1843-02-08,,"Band 01 (1918), sida 576.",1918
5736,18747,"Améen (Ameen), släkt",,,"Band 01 (1918), sida 578.",1918
5738,27695,Georg F Ameen,"Född:1811-09-11 – Karlskrona stadsförsamling, Blekinge län","Död:1898-04-24 – Stockholms stad, Stockholms län","Band 01 (1918), sida 578.",1918
5739,19759,C Gustaf Améen,"Född:1864-03-19 – Lovö församling, Stockholms län",Död:1949,"Band 01 (1918), sida 580.",1918
5741,11042,"Ameen, Malte Georg Julius Lamartin",,,"Band 01 (1918), sida 578.",1918
5743,13118,"Amija, släkt",,,"Band 01 (1918), sida 582.",1918
5744,25082,David Amija,Född:1652,Död:1706,"Band 01 (1918), sida 582.",1918
5745,16226,"Aminoff, släkt",,,"Band 01 (1918), sida 584.",1918
5747,17546,Gregori Aminoff,Född:1788-02,Död:1847-10-14,"Band 01 (1918), sida 591.",1918
5748,19060,Hindrich Johan Aminoff,Född:1680-10-04,"Död:1758-04-03 – Finland (på Liljedal, Nyland.)","Band 01 (1918), sida 584.",1918
5749,45339,Johan Fredrik Aminoff,"Född:1756-01-21 – Finland (på Liljedal, Nyland.)",Död:1842-03-30,"Band 01 (1918), sida 585.",1918
5751,27997,Henrik Aminson,"Född:1814-03-30 – Örebro Nikolai församling, Örebro län","Död:1885-06-29 – Strängnäs stadsförsamling, Södermanlands län","Band 01 (1918), sida 592.",1918
5752,18207,Andreas Petri Amnelius,"Född:1638 – Hallstahammars församling, Västmanlands län","Död:1692-02 – Romfartuna församling, Västmanlands län","Band 01 (1918), sida 594.",1918
5753,18695,Johan Amnell,Född:1692-03-20 – Finland (i Kalajoki.),Död:1772-04-13,"Band 01 (1918), sida 595.",1918
5754,23660,Johan Amnell,"Född:1718-05-29 – Alsike församling, Uppsala län",Död:1789-04-13,"Band 01 (1918), sida 595.",1918
5755,23014,Axel Johan Amnéus,"Född:1833-02-14 – Gudmundrå församling, Västernorrlands län",Död:1881-12-06,"Band 01 (1918), sida 597.",1918
5756,16906, Amund,,Död:tidigast 1494,"Band 01 (1918), sida 598.",1918
5757,48504,Daniel Haquini Anander,"Född: – Örs församling (G-län), Kronobergs län","Död:1697-07-10 – Danviks hospital och Sicklaö, Stockholms län","Band 01 (1918), sida 599.",1918
5758,17405,Hans Anckarcrantz,Född:1690,Död:1768-03-13,"Band 01 (1918), sida 604.",1918
5759,34956,Mårten Anckarhielm,Född: – Nederländerna (i provinsen Zeeland.),"Död:1657-03-21 – Göteborgs stad, Västra Götalands län","Band 01 (1918), sida 604.",1918
5760,12664,"Anckarström, släkt",,,"Band 01 (1918), sida 607.",1918
5761,45986,Jacob Johan Anckarström,"Född:1762-05-11 – Vallentuna församling, Stockholms län","Död:1792-04-27 – Stockholms stad, Stockholms län","Band 01 (1918), sida 610.",1918
5762,28213,Klas Klasson Anckarström,,Död:1702,"Band 01 (1918), sida 608.",1918
5763,13263,"Anckarsvärd, släkt",,,"Band 01 (1918), sida 614.",1918
5764,31307,J August Anckarsvärd,Född:1783-12-14,"Död:1874-11-12 – Bälinge församling (D-län), Södermanlands län (på Nynäs.)","Band 01 (1918), sida 641.",1918
5765,132163,Carl H Anckarsvärd,Född:1782-04-22,"Död:1865-01-25 – Stockholms stad, Stockholms län","Band 01 (1918), sida 626.",1918
5766,97216,Michaël (Cosswa) Anckarsvärd,"Född:1742-03-09 – Karbennings församling, Västmanlands län (på Högfors bruk.)","Död:1838-03-23 – Längbro församling, Örebro län (på Karlslund.)","Band 01 (1918), sida 615.",1918
5767,34305,Michael Gustaf Anckarsvärd,"Född:1792-03-25 – Kalmar stadsförsamling, Kalmar län","Död:1878-05-03 – Stockholms stad, Stockholms län","Band 01 (1918), sida 644.",1918
5769,13459,"And, släkt",,,"Band 01 (1918), sida 647.",1918
5770,37166,Andreas Andreæ And,,Död:1317-03-13,"Band 01 (1918), sida 648.",1918
5771,15293,Israel Andersson And,,Död:1289,"Band 01 (1918), sida 647.",1918
5772,18117,Axel J Anderberg,"Född:1860-11-27 – Kristianstads Heliga Trefaldighets församling, Kristianstads län",Död:1937,"Band 01 (1918), sida 651.",1918
5773,25878, Anders Larsson (Anders målare),"Född:1510omkr – Nyköpings stad, Södermanlands län","Död:1586 – Växjö landsförsamling, Kronobergs län (på Kronobergs slott)","Band 01 (1918), sida 652.",1918
5774,28639, Anders Larsson,,Död:1613,"Band 01 (1918), sida 654.",1918
5775,20950, Anders Persson,,Död:1534,"Band 01 (1918), sida 656.",1918
5776,39324, Anders Svensson,Född:1585/90trol,Död:1630-09-03,"Band 01 (1918), sida 658.",1918
5777,26962, Anders Torstensson,,Död:1674,"Band 01 (1918), sida 661.",1918
5778,21322,Anton J Andersen,Född:1845-10-10 – Norge (i Kristiansand.),"Död:1926-09-09 – Hovförsamlingen, Stockholms län","Band 01 (1918), sida 664.",1918
5779,20592,Carl Herman W Andersén,"Född:1835-07-01 – Skatelövs församling, Kronobergs län",Död:1864-01-10,"Band 01 (1918), sida 663.",1918
5780,27009,Frans Albert Anderson,"Född:1831-11-16 – Askeryds församling, Jönköpings län (på Silvik.)",Död:1923,"Band 01 (1918), sida 672.",1918
5781,30497,Anders Anderson,"Född:1822-07-06 – Ödestugu församling, Jönköpings län","Död:1892-09-10 – Växjö landsförsamling, Kronobergs län (på Östrabo.)","Band 01 (1918), sida 666.",1918
5782,17076,Anders Gustaf Anderson,"Född:1780-04-19 – Växjö stadsförsamling, Kronobergs län","Död:1833-03-30 – Stockholms stad, Stockholms län","Band 01 (1918), sida 666.",1918
5783,26925,Fredrik Anderson,"Född:1842-06-16 – Karlskrona stadsförsamling, Blekinge län","Död:1906-11-24 – Halmstad stad, Hallands län","Band 01 (1918), sida 679.",1918
5784,28623,Hedvig (Hedda) E Anderson (f. Freudenthal),"Född:1832-06-04 – Botilsäters församling, Värmlands län","Död:1912-04-02 – Stockholms stad, Stockholms län","Band 01 (1918), sida 674.",1918
5785,34572,Johan Anderson,"Född:1826-01-21 – Öggestorps församling, Jönköpings län (i Torp.)","Död:1902-09-29 – Rogberga församling, Jönköpings län","Band 01 (1918), sida 669.",1918
5786,25965,John Fredrik Anderson,"Född:1848-12-30 – Jämshögs församling, Blekinge län",Död:1927,"Band 01 (1918), sida 683.",1918
5787,33909,Oscar L Anderson,"Född:1836-12-06 – Stockholms stad, Stockholms län","Död:1868-06-26 – Stockholms stad, Stockholms län","Band 01 (1918), sida 676.",1918
5788,19011,Per Anderson,"Född:1861-02-03 – Gunnarskogs församling, Värmlands län",Död:1942,"Band 01 (1918), sida 685.",1918
5789,21841,Sven Anderson,"Född:1846-08-24 – Gnosjö församling, Jönköpings län",Död:1920,"Band 01 (1918), sida 681.",1918
5790,11823,"Andersson, släkt",,,"Band 01 (1918), sida 757.",1918
5791,48471,L Aksel Andersson,"Född:1851-03-02 – Halmstad stad, Hallands län",Död:1923,"Band 01 (1918), sida 724.",1918
5792,11171,"Andersson (f. Tigerhielm), Anna Elisabet Amanda",,,"Band 01 (1918), sida 703.",1918
5795,27585,Carl Johan (Charles John) Andersson,"Född:1828-03-05 – Norra Råda församling, Värmlands län",Död:1867-07-06 – Namibia (nära gränsen till Angola.),"Band 01 (1918), sida 705.",1918
5796,37375,Ernst L Andersson,"Född:1867-11-22 – Finnerödja församling, Örebro län (på Skageholm.)",Död:1950,"Band 01 (1918), sida 742.",1918
5797,63183,C F Gunnar Andersson,"Född:1865-11-25 – Ystads församling, Skåne län",Död:1928,"Band 01 (1918), sida 737.",1918
5798,26840,Gustaf Andersson,Född:1812-03-29,Död:1864-04-18,"Band 01 (1918), sida 693.",1918
5799,48347,Hans Andersson,"Född:1848-08-24 – Snårestads församling, Skåne län",Död:1919,"Band 01 (1918), sida 719.",1918
5800,29763,A Hilding Andersson,"Född:1853-03-22 – Växjö domkyrkoförsamling, Kronobergs län","Död:1918-02-13 – Växjö domkyrkoförsamling, Kronobergs län","Band 01 (1918), sida 760.",1918
5801,27938,L Ivar Andersson,"Född:1860-02-26 – Nora stadsförsamling, Örebro län",Död:1945,"Band 01 (1918), sida 733.",1918
5802,33817,Johan Andersson,"Född:1820-09-29 – Ödestugu församling, Jönköpings län","Död:1894-06-14 – Växjö domkyrkoförsamling, Kronobergs län","Band 01 (1918), sida 757.",1918
5803,20487,Johan Anders Oskar Andersson,"Född:1813-12-08 – Stockholms stad, Stockholms län","Död:1866-01-13 – Malmö stad, Skåne län","Band 01 (1918), sida 695.",1918
5804,38881,Johan Gunnar Andersson,"Född:1874-07-03 – Knista församling, Örebro län",Död:1960,"Band 01 (1918), sida 751.",1918
5805,33602,Jonas Andersson,"Född:1810-09-29 – Undenäs församling, Skaraborgs län","Död:1887-02-04 – Rogslösa församling, Östergötlands län (i Häckenäs.)","Band 01 (1918), sida 690.",1918
5806,21092,Karl A Andersson,Född:1875-02-24 – ,Död:1968,"Band 01 (1918), sida 754.",1918
5807,35001,Lars Gabriel Andersson,"Född:1868-02-22 – Vagnhärads församling, Södermanlands län",Död:1951,"Band 01 (1918), sida 745.",1918
5808,51554,Nils Andersson,"Född:1817-12-18 – Kättilstads församling, Östergötlands län","Död:1865-06-19 – Vaxholms församling, Stockholms län","Band 01 (1918), sida 696.",1918
5809,46299,Nils J Andersson,"Född:1821-02-20 – Gärdserums församling, Östergötlands län","Död:1880-03-27 – Stockholms stad, Stockholms län","Band 01 (1918), sida 701.",1918
5810,22358,Nils Andersson,"Född:1864-07-29 – Hofterups församling, Skåne län",Död:1921,"Band 01 (1918), sida 735.",1918
5811,62528,Ola Andersson,"Född:1837-11-02 – Görslövs församling, Skåne län (i Nordanå.)","Död:1919 – Malmö stad, Skåne län","Band 01 (1918), sida 707.",1918
5812,21666,Olof Herman Andersson,"Född:1859-12-19 – Fors församling (P-län), Älvsborgs län","Död:1907-06-10 – Karlskrona stadsförsamling, Blekinge län","Band 01 (1918), sida 732.",1918
5813,38915,J Oskar Andersson,Född:1844-05-20,Död:1891-01-06,"Band 01 (1918), sida 716.",1918
5814,23510,Oskar E Andersson,"Född:1877-01-11 – Kungsholm eller Ulrika Eleonora, Stockholms län","Död:1906-11-28 – Hedvig Eleonora församling, Stockholms län (död på Ekerö)","Band 01 (1918), sida 755.",1918
5815,26816,Peter Andersson,"Född:1838-01-30 – Håbols församling, Älvsborgs län (i Högkil.)",Död:1894-06-01,"Band 01 (1918), sida 714.",1918
5816,37499,E C Richard Andersson,"Född:1851-08-22 – Stockholms stad, Stockholms län","Död:1918-05-20 – Stockholms stad, Stockholms län","Band 01 (1918), sida 729.",1918
5817,32263,Roloff Andersson,"Född:1744-04-11 – Husie församling, Skåne län (i Östra Skrevlinge.)",Död:1828-04-08,"Band 01 (1918), sida 687.",1918
5818,17336,Skinnar Per Andersson,,Död:1744-01-30,"Band 01 (1918), sida 686.",1918
5819,37041,J Theofil Andersson,"Född:1869-09-27 – Ystads församling, Skåne län",Död:1943,"Band 01 (1918), sida 748.",1918
5820,17043,Wendela Linnea Andersson-Sörensen,Född:1860-11-19,Död:1926,"Band 01 (1918), sida 762.",1918
5821,16349,Harald André,"Född:1879-06-14 – Motala församling, Östergötlands län",Död:1975,"Band 01 (1918), sida 762.",1918
5822,14592, Andreas,Född:1100-talet,Död:1100,"Band 01 (1918), sida 763.",1918
5823,46112, Andreas Arvidi,"Född:1620omkr – Strängnäs stad, Södermanlands län",Död:1673,"Band 01 (1918), sida 764.",1918
5824,30458, Andreas Olai (Anders Olsson),Född:1521,Död:1560,"Band 01 (1918), sida 768.",1918
5825,39985,S August Andrée,"Född:1854-10-18 – Gränna församling, Jönköpings län","Död:1897 – Norge (på Vitön, Svalbard.)","Band 01 (1918), sida 773.",1918
5826,34521,Elfrida Andrée,"Född:1841-02-19 – Visby domkyrkoförsamling, Gotlands län","Död:1929-01-11 – Göteborgs Vasa församling, Västra Götalands län","Band 01 (1918), sida 770.",1918
5827,18194,Gustav Albert Andreen,"Född:1864-03-13 – USA, Amerikas Förenta Stater (i Porter, Indiana.)",Död:1940,"Band 01 (1918), sida 776.",1918
5828,21415,A Victor (Vicke) Andrén,"Född:1856-12-07 – Uddevalla församling, Västra Götalands län",Död:1930,"Band 01 (1918), sida 778.",1918
5829,22216,Olof Christian Telemaque Andrén,"Född:1824-09-21 – Malmö stad, Skåne län","Död:1870-06-11 – Asarums församling, Blekinge län","Band 01 (1918), sida 777.",1918
5830,16487, Angantyr,Född:500-talet,Död:500,"Band 01 (1918), sida 780.",1918
5831,31551,Christoffer Olofsson Angeldorff,"Född:1808-07-07 – Osby församling, Kristianstads län","Död:1866-03-06 – Västra Alstads församling, Skåne län","Band 01 (1918), sida 780.",1918
5832,31027,Nils Peter Angelin,"Född:1805-07-23 – Lunds domkyrkoförsamling, Skåne län","Död:1876-02-13 – Stockholms stad, Stockholms län","Band 01 (1918), sida 783.",1918
5833,28132,Jöns Eric Angelini,"Född:1779-08-27 – Skurups församling, Skåne län",Död:1807-11-27,"Band 01 (1918), sida 785.",1918
5834,31605,Hilma K E Angered-Strandberg,"Född:1855-06-10 – Stockholms stad, Stockholms län",Död:1927,"Band 01 (1918), sida 787.",1918
5835,15029,"Angerstein, släkt",,,"Band 01 (1918), sida 790.",1918
5836,14837,Anders Angerstein,Född:1614 – Tyskland (i Benneckstein.),"Död:1659 – Hedemora landsförsamling, Dalarnas län (på Turbo bruk.)","Band 01 (1918), sida 790.",1918
5837,14938,Johan Angerstein,"Född:1646-09-25 – Hedemora landsförsamling, Dalarnas län (på Turbo bruk.)","Död:1716-05-23 – Hedemora landsförsamling, Dalarnas län (på Turbo bruk.)","Band 01 (1918), sida 791.",1918
5838,15871,Johan Angerstein,Född:1672-01-20,Död:1720-06-25,"Band 01 (1918), sida 791.",1918
5839,22533,Reinhold Rüdker Angerstein,"Född:1718-10-25 – Hedemora landsförsamling, Dalarnas län (på Vikmanshyttan.)",Död:1760-01-03,"Band 01 (1918), sida 792.",1918
5841,14908,"Anjou, släkt",,,"Band 01 (1918), sida 793.",1918
5843,35302,Christopher Ludvig Anjou,"Född:1821-08-02 – Skederids församling, Stockholms län",Död:1896-12-08,"Band 01 (1918), sida 798.",1918
5844,40328,Lars Anton Anjou,"Född:1803-11-18 – Frösthults församling, Uppsala län","Död:1884-12-13 – Visby domkyrkoförsamling, Gotlands län","Band 01 (1918), sida 795.",1918
5845,26772,Nils Erhard Anjou,"Född:1852-01-08 – Länna församling (AB-län), Stockholms län",Död:1922,"Band 01 (1918), sida 801.",1918
5846,18678,Nils Jakob Anjou,"Född:1781-05-19 – Skederids församling, Stockholms län","Död:1851-03-24 – Norrköpings stad, Östergötlands län","Band 01 (1918), sida 794.",1918
